ï»¿Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (Â°)
24 03 2018 00:30,547.5819702,5.897883892,591.0767686,206.3206024
24 03 2018 00:40,822.5374146,6.808876038,932.2229049,203.7583008
24 03 2018 00:50,1028.906006,7.430932045,1222.426793,200.7503052
24 03 2018 01:00,1044.237061,7.369898796,1191.600846,201.8088989
24 03 2018 01:10,1045.678955,7.191297054,1104.481524,205.6123962
24 03 2018 01:20,676.7382813,6.091644764,655.3415906,208.3583069
24 03 2018 01:30,1128.655029,7.700055122,1363.196357,210.3728943
24 03 2018 01:40,1266.317993,7.58386898,1301.468291,207.3925934
24 03 2018 01:50,1103.322021,7.444567204,1229.389536,208.5075073
24 03 2018 02:00,834.1699829,6.652394772,866.9037594,210.1741028
24 03 2018 02:10,551.6702881,5.956371784,610.3712402,208.6197968
24 03 2018 02:20,789.6307983,6.86626482,956.9049746,202.4947052
24 03 2018 02:30,915.3544922,6.975241184,1004.882108,196.6345062
24 03 2018 02:40,1122.761963,7.463295937,1238.999184,196.7879028
24 03 2018 02:50,1275.605957,7.753537178,1392.175647,198.3959045
24 03 2018 03:00,1155.397949,7.561326981,1289.693178,203.3148956
24 03 2018 03:10,967.2407837,7.262198925,1138.528379,203.2024994
24 03 2018 03:20,1033.994995,7.572543144,1295.543747,199.671402
24 03 2018 03:30,808.1516724,6.750905991,907.6903335,206.069397
24 03 2018 03:40,796.5336914,6.690761089,882.6548177,226.2064972
24 03 2018 03:50,396.3796082,5.588038921,494.6860508,219.346405
24 03 2018 04:00,681.2833862,6.431166172,779.3276636,227.3486938
24 03 2018 04:10,357.6288147,5.238193989,396.7440624,248.1636963
24 03 2018 04:20,37.10614014,3.696852922,77.14761316,336.5806885
24 03 2018 04:30,400.0144958,5.419349194,446.0956792,16.43618011
24 03 2018 04:40,482.4566956,5.649767876,513.1330388,34.14896011
24 03 2018 04:50,282.545105,5.014787197,339.6406499,35.34637833
24 03 2018 05:00,55.22994995,4.243611813,169.6131694,55.6023407
24 03 2018 05:10,0,2.726363897,0,57.26937866
24 03 2018 05:20,0,1.579234958,0,226.5328979
24 03 2018 05:30,0,3.173264027,23.94608269,243.5628967
24 03 2018 05:40,213.9904938,4.767378807,280.8414808,259.3039856
24 03 2018 05:50,210.9020996,4.719389915,269.937428,262.6665955
24 03 2018 06:00,106.6542969,3.907567978,110.9365461,269.221405
24 03 2018 06:10,7.854466915,2.840428114,0,269.0997925
24 03 2018 06:20,83.35659027,3.984250069,124.995858,274.6821899
24 03 2018 06:30,146.6786041,4.26450491,173.7474522,271.910614
24 03 2018 06:40,159.3589935,4.407973766,202.7707683,300.6882935
24 03 2018 06:50,62.35839081,3.837100983,98.84627586,297.6477051
24 03 2018 07:00,61.66796112,3.78550005,90.49682782,300.6759949
24 03 2018 07:10,8.542498589,2.979846001,0,312.930603
24 03 2018 07:20,0,2.187262058,0,282.0618896
24 03 2018 07:30,0,2.238177061,0,247.1029968
24 03 2018 07:40,0,3.793272018,91.72714421,215.6849976
24 03 2018 07:50,27.26137924,4.131425858,147.7934216,214.8289948
24 03 2018 08:00,152.4638062,4.359611988,192.8608173,207.9734955
24 03 2018 08:10,427.1706848,5.57449913,490.6884184,208.0657043
24 03 2018 08:20,407.2890015,5.370509148,432.5093132,212.0623932
24 03 2018 08:30,258.3875122,4.866580963,303.8867437,207.3220062
24 03 2018 08:40,32.67087936,2.97220397,0,213.9358978
24 03 2018 08:50,0,1.44117403,0,272.964386
24 03 2018 09:00,0,1.243477941,0,255.0735016
24 03 2018 09:10,0,1.366981983,0,351.8581848
24 03 2018 09:20,0,1.016983986,0,355.434906
24 03 2018 09:30,0,1.282613993,0,0.1974198967
24 03 2018 09:40,0,2.044881105,0,339.6281128
24 03 2018 09:50,0,2.112415075,0,335.9067078
24 03 2018 10:00,0,2.366869926,0,325.5072937
24 03 2018 10:10,0,1.349822998,0,326.6418152
24 03 2018 10:20,0,0.7445924282,0,109.2979965
24 03 2018 10:30,0,0.7200958133,0,333.5975037
24 03 2018 10:40,0,1.183339953,0,323.8236084
24 03 2018 10:50,0,0.7602347136,0,309.145813
24 03 2018 11:00,0,1.215186,0,191.2429962
24 03 2018 11:10,0,1.692075968,0,191.4190063
24 03 2018 11:20,0,2.130844116,0,195.3614044
24 03 2018 11:30,0,2.044126987,0,143.0115051
24 03 2018 11:40,0,2.161710978,0,139.4555969
24 03 2018 11:50,0,3.002257109,16.07263504,80.7420578
24 03 2018 12:00,0,2.845494986,0,65.47289276
24 03 2018 12:10,0,2.189482927,0,52.87784958
24 03 2018 12:20,0,2.528923988,0,78.43570709
24 03 2018 12:30,0,2.265326023,0,77.74062347
24 03 2018 12:40,0,2.80230689,0,80.68086243
24 03 2018 12:50,0,3.55735898,58.68740999,89.210289
24 03 2018 13:00,0,3.183037996,24.53744853,98.25173187
24 03 2018 13:10,0,3.232402086,27.75772514,134.4129028
24 03 2018 13:20,0,3.447607994,46.35168912,95.08548737
24 03 2018 13:30,0,3.043272972,17.53453912,109.2549973
24 03 2018 13:40,0,2.728677988,0,91.94074249
24 03 2018 13:50,0,3.132857084,21.66350708,91.54361725
24 03 2018 14:00,0,3.455018997,47.12399093,90.49066162
24 03 2018 14:10,0,3.509175062,53.03434151,74.9908371
24 03 2018 14:20,0,3.307070971,33.36967753,83.79051208
24 03 2018 14:30,25.75863075,3.527631998,55.15586597,88.03327179
24 03 2018 14:40,9.404949188,2.690885067,0,109.0953979
24 03 2018 14:50,4.050856113,2.875365019,0,118.9534988
24 03 2018 15:00,38.75920105,3.525264978,54.88074311,126.3527985
24 03 2018 15:10,21.53557014,3.276190996,30.94062919,117.4748001
24 03 2018 15:20,97.9525528,3.354435921,37.39193521,90.33277893
24 03 2018 15:30,106.5786972,3.946224928,117.9065268,122.4424973
24 03 2018 15:40,183.9584961,4.171945095,155.6019043,147.718399
24 03 2018 15:50,49.10797882,3.361630917,38.03434292,147.4882965
24 03 2018 16:00,35.56169891,3.285895109,31.68752457,151.6643066
24 03 2018 16:10,49.0811615,3.420022011,43.55418351,143.7234039
24 03 2018 16:20,132.5175018,3.964221001,121.2328431,152.3863983
24 03 2018 16:30,400.321991,5.094834805,359.6436776,178.1072998
24 03 2018 16:40,373.6140137,5.229730129,394.5068591,181.8246002
24 03 2018 16:50,180.3603973,4.389820099,199.0353983,174.133194
24 03 2018 17:00,208.4340057,4.38338089,197.7149229,170.3110962
24 03 2018 17:10,264.5982971,4.712975979,268.4918216,173.8522034
24 03 2018 17:20,349.9606018,4.980462074,331.2142466,176.6584015
24 03 2018 17:30,515.8278198,5.628774166,506.8182987,182.9431
24 03 2018 17:40,685.5789185,6.113874912,663.0808802,187.9425049
24 03 2018 17:50,526.7886963,5.849554062,575.4039497,192.8518982
24 03 2018 18:00,470.6983032,5.775056839,551.7161657,192.9353027
24 03 2018 18:10,434.8724976,5.622014046,504.79394,194.9360962
24 03 2018 18:20,372.2782898,5.038681984,345.5596484,207.4797058
24 03 2018 18:30,723.8936157,6.130012035,668.7319997,206.9571991
24 03 2018 18:40,1086.386963,7.234704018,1125.242844,208.0137024
24 03 2018 18:50,915.5828857,7.018507957,1024.3422,208.8751068
24 03 2018 19:00,537.1589966,6.018908978,630.3880909,202.0319061
24 03 2018 19:10,537.3485718,6.011704922,627.9473696,203.497406
24 03 2018 19:20,326.8351135,5.196005821,385.6518114,200.9120026
24 03 2018 19:30,358.875,5.250678062,400.0548458,198.3439026
24 03 2018 19:40,350.0958862,5.245550156,398.6933408,198.9010925
24 03 2018 19:50,492.8872986,6.108778,661.3017562,195.0527039
24 03 2018 20:00,416.9790039,5.825382233,567.6559428,193.8605957
24 03 2018 20:10,414.2101135,5.829833984,569.0783927,193.4544983
24 03 2018 20:20,314.2362061,5.199450016,386.5518485,202.4747009
24 03 2018 20:30,274.2184143,5.0648489,352.0920841,192.7131042
24 03 2018 20:40,174.0433044,4.482123852,218.22548,188.7528992
24 03 2018 20:50,209.0852966,4.714655876,268.8701796,189.3905945
24 03 2018 21:00,175.345993,4.507083893,223.500628,191.4440002
24 03 2018 21:10,182.927002,4.500681877,222.1440443,193.2071075
24 03 2018 21:20,44.61317062,3.610239983,65.31910635,191.3916931
24 03 2018 21:30,3.884903908,2.984580994,0,175.8675995
24 03 2018 21:40,0,3.153460026,22.79471919,176.4759064
24 03 2018 21:50,49.92602921,4.125498772,146.657896,175.190094
24 03 2018 22:00,119.9740982,4.311923981,183.2160725,160.8784943
24 03 2018 22:10,186.9933929,4.53887701,230.2743057,159.7171021
24 03 2018 22:20,218.2940063,4.783596039,284.5618819,166.4929962
24 03 2018 22:30,325.0551147,5.442096233,452.4960503,165.4391022
24 03 2018 22:40,776.484375,6.54065609,821.9859777,164.9418945
24 03 2018 22:50,1091.25,7.082368851,1053.503251,176.1824036
24 03 2018 23:00,795.449585,6.421442986,775.6033661,169.137207
24 03 2018 23:10,749.4011841,6.229365826,704.138866,187.1746063
24 03 2018 23:20,494.2561951,5.718808174,534.2022405,200.3139954
24 03 2018 23:30,316.9610901,5.108399868,363.083172,201.497406
24 03 2018 23:40,573.4415894,5.952119827,608.9563542,200.7633972
24 03 2018 23:50,871.6090698,6.654372215,867.71145,198.0722961
25 03 2018 00:00,904.6779175,6.649707794,865.8069766,190.9889984
25 03 2018 00:10,733.2177734,6.386728764,762.3911048,200.1875
25 03 2018 00:20,585.0908813,6.053187847,642.0777238,198.9709015
25 03 2018 00:30,470.1029053,5.69504118,526.8964746,203.5308075
25 03 2018 00:40,378.8901978,5.312347889,416.6030411,210.3273926
25 03 2018 00:50,302.7345886,4.979066849,330.8736226,217.2689972
25 03 2018 01:00,348.0033875,5.247712135,399.2670966,224.9064941
25 03 2018 01:10,480.9320068,5.71387291,532.6805969,212.7198029
25 03 2018 01:20,585.9113159,6.072060108,648.5670597,188.7328949
25 03 2018 01:30,346.5368042,5.209052086,389.066226,180.955307
25 03 2018 01:40,241.0991974,4.808394909,290.286177,170.8352051
25 03 2018 01:50,389.9177856,5.461785793,458.0737823,169.4833984
25 03 2018 02:00,617.4730225,6.109824181,661.6667087,181.9864044
25 03 2018 02:10,822.272583,6.546003819,824.10363,192.970993
25 03 2018 02:20,605.6287231,6.08193922,651.9792229,200.7886047
25 03 2018 02:30,313.5780945,5.035384178,344.7401326,196.0301971
25 03 2018 02:40,419.3469849,5.742483139,541.5353171,200.3191071
25 03 2018 02:50,542.1453247,6.2185359,700.2280334,200.8446045
25 03 2018 03:00,410.4602966,5.699690819,528.3213531,198.6408997
25 03 2018 03:10,428.3482056,5.912549973,595.8810298,186.8383942
25 03 2018 03:20,455.2977905,5.914855003,596.6381586,183.4394073
25 03 2018 03:30,431.8432922,5.796707153,558.542033,184.5065002
25 03 2018 03:40,332.4403992,5.348453999,426.4429042,186.2187958
25 03 2018 03:50,241.6065979,4.835826874,296.6683412,195.2068939
25 03 2018 04:00,160.3468933,4.460012913,213.5834138,207.4179993
25 03 2018 04:10,94.56916046,4.031772137,128.9213849,218.3587952
25 03 2018 04:20,24.34531975,3.37092495,38.87642385,223.8912048
25 03 2018 04:30,6.182541847,3.083112001,19.21219243,230.933197
25 03 2018 04:40,0,2.91958499,0,243.2521057
25 03 2018 04:50,0,3.238555908,28.18650277,209.270401
25 03 2018 05:00,177.3804016,4.527546883,227.8533207,199.1938019
25 03 2018 05:10,149.6264954,4.146846771,150.7557494,200.2378998
25 03 2018 05:20,161.2572021,4.414384842,204.0944193,199.5579071
25 03 2018 05:30,193.9445038,4.597478867,242.9226892,198.2545929
25 03 2018 05:40,211.8238068,4.518281937,225.8794277,195.5684967
25 03 2018 05:50,110.1719971,3.83306694,98.17818425,199.4450989
25 03 2018 06:00,2.752273083,2.538893938,0,195.2198029
25 03 2018 06:10,3.468871117,2.58612895,0,192.5554047
25 03 2018 06:20,21.54846954,3.200639009,25.64092927,175.8076019
25 03 2018 06:30,67.36525726,3.617806911,66.30465156,171.4794006
25 03 2018 06:40,11.15946007,2.769270897,0,182.5088043
25 03 2018 06:50,0,2.099991083,0,181.4425964
25 03 2018 07:00,3.224131107,3.215250969,26.59466938,197.0771942
25 03 2018 07:10,10.23614979,2.829689026,0,181.6385956
25 03 2018 07:20,213.7814026,4.282458782,177.3184123,166.7021027
25 03 2018 07:30,622.1027832,6.052786827,641.9402436,172.5906067
25 03 2018 07:40,377.2066956,4.948489189,323.4452049,183.0377045
25 03 2018 07:50,609.4467163,5.692755222,526.1967237,176.3159027
25 03 2018 08:00,602.6099854,5.859169006,578.5026471,174.3347931
25 03 2018 08:10,473.2719116,5.317071915,417.8840554,177.8110046
25 03 2018 08:20,258.4046021,4.504219055,222.8932658,183.1387024
25 03 2018 08:30,195.9062958,4.309892178,182.8078981,185.8498993
25 03 2018 08:40,521.6798706,5.646275997,512.0797599,174.7996979
25 03 2018 08:50,418.9804077,5.117387772,365.3701526,176.3513947
25 03 2018 09:00,464.9129944,5.550958157,483.7790794,173.6710968
25 03 2018 09:10,713.8206177,5.84803915,574.9165957,181.3404999
25 03 2018 09:20,555.7941284,5.976140976,616.9750106,180.9340973
25 03 2018 09:30,643.7965698,5.843432903,573.4361985,190.2048035
25 03 2018 09:40,543.9091187,5.650794983,513.4430767,194.3506927
25 03 2018 09:50,443.2611084,5.396812916,439.8002397,180.6697998
25 03 2018 10:00,303.671814,4.698161125,265.1632657,182.2433929
25 03 2018 10:10,721.1774292,6.154693127,677.4290089,184.8164978
25 03 2018 10:20,672.3245239,5.779086113,552.9829188,198.8815002
25 03 2018 10:30,883.8956909,6.470431805,794.4733903,196.0924072
25 03 2018 10:40,782.7280273,6.181818008,687.0623035,200.5444946
25 03 2018 10:50,954.8358154,6.800028801,928.4530123,207.0534058
25 03 2018 11:00,595.883728,5.845199108,574.0035789,195.7337952
25 03 2018 11:10,645.0567017,5.961995125,612.2454297,198.6298981
25 03 2018 11:20,808.520874,6.32713604,740.0161723,207.5924072
25 03 2018 11:30,1679.160034,8.299760818,1706.043062,212.022995
25 03 2018 11:40,856.9476929,6.5828619,838.7863775,214.3271027
25 03 2018 11:50,613.2918701,5.711439133,531.9311,221.8583984
25 03 2018 12:00,212.6996002,4.492181778,220.3466779,229.1199036
25 03 2018 12:10,402.9128113,5.310490131,416.0997989,221.3545074
25 03 2018 12:20,313.3544006,4.803850174,289.2339197,217.0709076
25 03 2018 12:30,371.3890991,5.019773006,340.8720697,217.0641022
25 03 2018 12:40,692.1646729,6.195016861,691.7783108,218.4371948
25 03 2018 12:50,962.7059937,6.660758018,870.3228063,227.7682037
25 03 2018 13:00,546.1763916,5.639314175,509.983335,228.3583984
25 03 2018 13:10,2128.923096,8.954353333,2114.606927,220.9584045
25 03 2018 13:20,2580.166992,10.02309036,2806.375573,208.4132996
25 03 2018 13:30,1593.449951,8.001913071,1531.09243,205.9264984
25 03 2018 13:40,1657.930054,8.181103706,1635.349765,209.0090027
25 03 2018 13:50,1517.797974,8.10014534,1587.856754,212.0814056
25 03 2018 14:00,1006.452026,7.12961483,1075.419987,208.3054962
25 03 2018 14:10,861.6859131,6.811439037,933.3167695,197.9716034
25 03 2018 14:20,345.2026978,4.958430767,325.8527019,192.9272003
25 03 2018 14:30,88.13465881,3.571197033,60.37958909,201.6862946
25 03 2018 14:40,255.4429932,4.82887888,295.0468522,209.4501953
25 03 2018 14:50,342.9136963,5.197857857,386.135664,206.9893951
25 03 2018 15:00,352.4489136,5.364644051,430.8919238,207.4568939
25 03 2018 15:10,276.7637024,4.992534161,334.167607,206.3155975
25 03 2018 15:20,204.9490051,4.526391983,227.6069852,210.460495
25 03 2018 15:30,247.4763031,4.812653065,291.2733912,214.8795013
25 03 2018 15:40,322.2026978,5.063566208,351.7706252,210.1636047
25 03 2018 15:50,712.7584229,6.354763985,750.3415107,217.8009949
25 03 2018 16:00,805.7359009,6.818181992,936.198353,212.9924927
25 03 2018 16:10,750.2020874,6.127066135,667.6982874,196.9485016
25 03 2018 16:20,1688.741943,8.481685638,1816.711992,205.6739044
25 03 2018 16:30,1078.873047,7.181982994,1100.060273,215.1405945
25 03 2018 16:40,596.4981079,6.010016918,627.3762797,226.6446991
25 03 2018 16:50,238.8253021,4.548653126,232.3695513,233.0310059
25 03 2018 17:00,232.8314972,4.642286777,252.7397398,225.9765015
25 03 2018 17:10,1536.006958,8.275576591,1691.534258,214.3190002
25 03 2018 17:20,1424.738037,8.256491661,1680.120281,209.3121033
25 03 2018 17:30,891.9290161,6.920513153,980.6043567,207.2727051
25 03 2018 17:40,694.2542725,6.331852913,741.7731433,205.5099945
25 03 2018 17:50,1443.833984,7.895314217,1470.629434,200.0198975
25 03 2018 18:00,2139.679932,9.149438858,2240.739493,196.2503967
25 03 2018 18:10,2780.896973,10.39673042,3015.106672,198.0283966
25 03 2018 18:20,2808.585938,10.54541969,3087.169458,202.3623047
25 03 2018 18:30,2613.219971,10.38158035,3007.425802,203.5482025
25 03 2018 18:40,2581.590088,10.31980038,2975.440787,201.657196
25 03 2018 18:50,2146.916016,9.318015099,2350.682826,200.6947021
25 03 2018 19:00,2386.653076,9.661158562,2562.767856,204.1269073
25 03 2018 19:10,2617.01001,10.02455997,2807.278401,203.3645935
25 03 2018 19:20,2669.760986,10.20578003,2913.554269,200.1560974
25 03 2018 19:30,2705.843018,10.38138008,3007.323841,198.7109985
25 03 2018 19:40,3060.264893,11.0302,3283.000767,197.6336975
25 03 2018 19:50,3577.802979,12.73519039,3592.544177,201.6988068
25 03 2018 20:00,3601.477051,13.04277992,3600,201.8054962
25 03 2018 20:10,3571.511963,12.57361984,3584.222744,200.5836945
25 03 2018 20:20,3540.542969,12.35966969,3567.122144,197.8426971
25 03 2018 20:30,3603.905029,13.06120968,3600,197.655304
25 03 2018 20:40,3556.352051,12.74860954,3593.06164,197.0175018
25 03 2018 20:50,3501.0271,11.43889046,3406.349668,196.0485992
25 03 2018 21:00,3439.316895,12.62417984,3587.244762,197.5744934
25 03 2018 21:10,3584.73291,12.76651955,3593.711212,188.5605011
25 03 2018 21:20,3547.852051,12.31429958,3562.580658,189.0128937
25 03 2018 21:30,3557.918945,12.60828018,3586.335769,184.7942047
25 03 2018 21:40,3544.819092,12.22700977,3552.920077,184.9936066
25 03 2018 21:50,3350.792969,12.52017021,3580.608696,180.2595978
25 03 2018 22:00,3053.624023,11.15633011,3324.889258,185.8697968
25 03 2018 22:10,2626.131104,10.42432976,3028.936256,184.3883972
25 03 2018 22:20,3554.549072,12.91625977,3597.32117,177.6091003
25 03 2018 22:30,3599.935059,13.04426956,3600,181.0675049
25 03 2018 22:40,3603.806885,13.07594013,3600,179.6072998
25 03 2018 22:50,3603.947998,13.21673012,3600,184.065094
25 03 2018 23:00,3604.227051,13.42072964,3600,180.7223053
25 03 2018 23:10,3604.256104,13.69480991,3600,176.8495941
25 03 2018 23:20,3603.601074,13.21008015,3600,177.7489929
25 03 2018 23:30,3597.906006,13.02762032,3600,181.496994
25 03 2018 23:40,3501.565918,11.98184967,3519.099378,184.7942963
25 03 2018 23:50,3368.350098,11.71636963,3470.785807,186.282196
26 03 2018 00:00,3579.163086,12.62816048,3587.466419,185.5245056
26 03 2018 00:10,3603.793945,13.50576019,3600,185.6593018
26 03 2018 00:20,3604.001953,13.89700031,3600,181.4833984
26 03 2018 00:30,3604.037109,14.4317503,3600,180.600296
26 03 2018 00:40,3604.031006,14.8849802,3600,179.7205963
26 03 2018 00:50,3604.154053,15.76445007,3600,177.8842926
26 03 2018 01:00,3604.218994,16.44816017,3600,178.1717072
26 03 2018 01:10,3604.136963,16.20066071,3600,176.7539978
26 03 2018 01:20,3603.967041,15.57063961,3600,176.1011963
26 03 2018 01:30,3604.116943,15.62565041,3600,175.6165924
26 03 2018 01:40,3603.769043,15.65847015,3600,176.8292999
26 03 2018 01:50,3604.030029,15.74279022,3600,173.740097
26 03 2018 02:00,3603.917969,16.09012032,3600,174.3070984
26 03 2018 02:10,3604.014893,14.7274704,3600,170.1582031
26 03 2018 02:20,3603.88501,14.79792976,3600,168.8092041
26 03 2018 02:30,3604.072021,14.72280025,3600,166.7225037
26 03 2018 02:40,3604.202881,14.95201969,3600,164.9436035
26 03 2018 02:50,3603.97998,15.51686001,3600,168.6605988
26 03 2018 03:00,3603.675049,16.54281044,3600,174.4972992
26 03 2018 03:10,3603.906006,16.06024933,3600,175.0720978
26 03 2018 03:20,3604.166992,16.4790802,3600,177.1455994
26 03 2018 03:30,3604.196045,16.22411919,3600,179.2964935
26 03 2018 03:40,3604.025879,15.91759014,3600,177.5740967
26 03 2018 03:50,3604.139893,15.65641975,3600,175.3506012
26 03 2018 04:00,3604.095947,16.03640938,3600,176.0048065
26 03 2018 04:10,3603.818115,16.14122009,3600,174.7718964
26 03 2018 04:20,3603.76001,16.00315094,3600,174.0621033
26 03 2018 04:30,3603.753906,16.21449089,3600,172.626297
26 03 2018 04:40,3603.89209,16.46921921,3600,173.6719055
26 03 2018 04:50,3603.782959,16.23172951,3600,175.620697
26 03 2018 05:00,3603.962891,16.38351059,3600,178.8704071
26 03 2018 05:10,3604.129883,16.22327042,3600,178.3592072
26 03 2018 05:20,3604.120117,15.82777023,3600,175.8771057
26 03 2018 05:30,3603.852051,14.99682999,3600,171.9073029
26 03 2018 05:40,3603.831055,15.13656998,3600,170.9149017
26 03 2018 05:50,3603.85498,15.20213985,3600,173.2324982
26 03 2018 06:00,3603.520996,15.2104702,3600,173.3704987
26 03 2018 06:10,3603.684082,14.58236027,3600,173.7640991
26 03 2018 06:20,3604.061035,14.92257023,3600,172.5438995
26 03 2018 06:30,3603.809082,14.35678005,3600,172.0162964
26 03 2018 06:40,3603.514893,14.14706993,3600,170.4586945
26 03 2018 06:50,3603.855957,14.77241039,3600,173.388504
26 03 2018 07:00,3603.613037,14.71173954,3600,173.3358002
26 03 2018 07:10,3603.783936,14.66329002,3600,170.0281067
26 03 2018 07:20,3603.8479,14.66456985,3600,170.2156982
26 03 2018 07:30,3603.665039,14.7897501,3600,172.9033051
26 03 2018 07:40,3603.729004,14.73139,3600,173.9259033
26 03 2018 07:50,3603.5,14.94091034,3600,172.6351013
26 03 2018 08:00,3603.577881,15.21977043,3600,171.0075073
26 03 2018 08:10,3600.311035,15.07291985,3600,170.7687988
26 03 2018 08:20,3596.500977,14.42426014,3600,170.3609009
26 03 2018 08:30,3587.698975,14.56260967,3600,169.7554016
26 03 2018 08:40,3507.654053,13.05035019,3600,167.053894
26 03 2018 08:50,3458.644043,12.57398987,3584.246256,169.074707
26 03 2018 09:00,2904.37793,10.41442013,3023.994816,169.0545959
26 03 2018 09:10,3446.2229,12.84912968,3596.103108,171.5402985
26 03 2018 09:20,3590.120117,14.36015987,3600,175.9326935
26 03 2018 09:30,3275.74707,11.86999035,3500.270253,175.4998016
26 03 2018 09:40,3498.375977,12.97171974,3597.841177,176.6082001
26 03 2018 09:50,3520.430908,13.3278904,3600,174.5606995
26 03 2018 10:00,3341.018066,12.47727966,3577.394079,174.4019928
26 03 2018 10:10,3278.381104,11.88492012,3502.910091,178.9029999
26 03 2018 10:20,2492.490967,9.708569527,2597.170332,180.9073029
26 03 2018 10:30,2319.935059,9.406950951,2408.930153,183.3395996
26 03 2018 10:40,19.17867088,9.72266674,2607.250174,188.9022064
26 03 2018 10:50,911.871582,9.239491463,2299.382572,190.901001
26 03 2018 11:00,1464.166992,7.966619015,1510.939079,191.8863068
26 03 2018 11:10,2135.001953,9.275911331,2323.158988,196.9611053
26 03 2018 11:20,1258.56897,8.434290886,1787.631832,208.7832031
26 03 2018 11:30,0,7.313055992,1163.382711,214.8851013
26 03 2018 11:40,353.9442139,6.754889011,909.3632144,214.4174042
26 03 2018 11:50,0,5.822000027,566.5765974,0
26 03 2018 12:00,60.58119965,4.659050941,256.4457945,0
26 03 2018 12:10,136.8547974,4.077777863,137.5763008,215.4131012
26 03 2018 12:20,69.84819031,3.569721937,60.19774885,216.5137939
26 03 2018 12:30,7.432444096,4.174640179,156.1241344,217.7337952
26 03 2018 12:40,57.73701859,3.379695892,39.68378621,219.2097931
26 03 2018 12:50,229.1994019,4.708279133,267.4349659,219.3502045
26 03 2018 13:00,304.0396118,5.219048977,391.6920917,217.8300934
26 03 2018 13:10,251.7507935,5.065780163,352.3255508,206.5518951
26 03 2018 13:20,249.2026062,4.898552895,311.4629315,207.9539032
26 03 2018 13:30,260.7844849,5.033286095,344.2191886,185.4571075
26 03 2018 13:40,42.02787018,4.44809103,211.0924169,187.2071991
26 03 2018 13:50,71.65128326,3.921324968,113.3895748,190.0325012
26 03 2018 14:00,273.8635864,4.841086864,297.8981631,199.5128937
26 03 2018 14:10,560.0401001,5.674057007,520.4922665,212.1013031
26 03 2018 14:20,741.2258301,6.380607128,760.0748529,218.7440948
26 03 2018 14:30,547.8015747,5.882008076,585.9016152,213.201004
26 03 2018 14:40,458.3970032,5.610864162,501.4646118,202.290802
26 03 2018 14:50,867.6276855,6.666235924,872.5666258,205.0296021
26 03 2018 15:00,888.2503052,6.86145401,954.8206405,203.3312073
26 03 2018 15:10,530.77771,5.781882763,553.8631136,194.5352936
26 03 2018 15:20,734.7114868,6.439395905,782.4880258,204.0608978
26 03 2018 15:30,555.0546265,5.803793907,560.7866497,201.8645935
26 03 2018 15:40,624.4473267,6.260182858,715.3362313,197.0467987
26 03 2018 15:50,981.6887207,6.865243912,956.4624203,198.6654968
26 03 2018 16:00,1524.567993,8.213914871,1654.772339,194.6483002
26 03 2018 16:10,831.2022705,8.053501129,1560.781878,192.8784943
26 03 2018 16:20,0,9.176278114,2258.193756,195.6940002
26 03 2018 16:30,0,9.896146774,2725.819835,189.324707
26 03 2018 16:40,0,11.24398041,3351.950052,188.7422028
26 03 2018 16:50,0,9.71454525,2601.451433,189.0912933
26 03 2018 17:00,1790.42395,9.657679558,2560.212697,186.8320007
26 03 2018 17:10,1826.741943,8.57707119,1875.729342,191.2375946
26 03 2018 17:20,2185.36792,9.605617523,2521.468651,195.7996979
26 03 2018 17:30,1415.432983,7.875926018,1459.765354,186.8159027
26 03 2018 17:40,976.0216064,7.179465771,1098.867407,186.7088928
26 03 2018 17:50,956.093689,6.869637012,958.3676892,189.4985046
26 03 2018 18:00,863.7567749,6.70650816,889.1688817,192.9716034
26 03 2018 18:10,933.298584,7.251019955,1133.113983,194.094696
26 03 2018 18:20,1095.483032,7.699905872,1363.115974,196.2879944
26 03 2018 18:30,848.3356934,7.045897007,1036.78443,195.1177979
26 03 2018 18:40,912.9467773,7.319085121,1166.353599,189.645401
26 03 2018 18:50,708.367981,6.688531876,881.7349834,190.0251007
26 03 2018 19:00,731.99823,6.504240036,807.6504382,193.0662994
26 03 2018 19:10,1007.085999,6.946183205,991.9452493,205.9889984
26 03 2018 19:20,1516.754028,8.02945137,1546.907159,212.7185974
26 03 2018 19:30,1380.062988,7.984539986,1521.155833,210.1190948
26 03 2018 19:40,1803.543945,8.791700363,2010.672309,211.115799
26 03 2018 19:50,1811.625,8.803702354,2018.296688,209.3249969
26 03 2018 20:00,2134.900879,9.292756081,2334.166157,210.5480957
26 03 2018 20:10,2240.52002,9.517244339,2453.493488,208.5856018
26 03 2018 20:20,2558.643066,10.21798992,2920.361562,205.5993958
26 03 2018 20:30,2913.563965,11.20685959,3340.690879,205.3542023
26 03 2018 20:40,2879.325928,10.9604702,3258.306008,207.3775024
26 03 2018 20:50,3052.534912,11.40686035,3397.943572,205.6735992
26 03 2018 21:00,3062.008057,11.55230999,3434.479473,203.6324005
26 03 2018 21:10,3070.064941,11.28337955,3363.580772,203.0285034
26 03 2018 21:20,3097.139893,11.28149986,3363.0333,205.0363007
26 03 2018 21:30,3157.220947,11.52235985,3427.296572,207.7528992
26 03 2018 21:40,3393.237061,12.07542038,3533.193983,206.8717957
